Style,Exterior Color,Interior Color,MPG,Engine,Drive Type,Fuel Type,Transmission,accidents,owners,year,brand,model,price,mileage,Cab Type,Bed Length,Range
Sedan,Wind Chill Pearl,Cockpit Red,22 cty / 32 hwy,3.5L V-6 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Camry,"$32,543 ",48277,,,
Sedan,Classic Silver Metallic,Ash,29 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2014,Toyota,Corolla,"$15,987 ",43566,,,
Sedan,Unknown,Unknown,51 cty / 48 hwy,1.8L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,4,2011,Toyota,Prius,"$8,795 ",129619,,,
Sedan,Midnight Black Metallic,Ash,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Camry,"$24,406 ",68273,,,
Sedan,Super White,Gray,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Camry,"$24,998 ",48329,,,
Sedan,Wind Chill Pearl/Midnight Black Metallic,Black,27 cty / 38 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Camry,"$30,771 ",24003,,,
SUV,Super White,Black,27 cty / 33 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2021,Toyota,RAV4,"$30,827 ",37029,,,
Pickup Truck,Super White,Cement,18 cty / 22 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,1,2020,Toyota,Tacoma,"$28,999 ",57617,Crew Cab,Short Bed,
Sedan,Barcelona Red Metallic,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2020,Toyota,Corolla,"$18,998 ",29275,,,
Pickup Truck,Midnight Black Metallic,Cement,17 cty / 20 hwy,3.5L V-6 Gas,4WD,Gas,Manual,0,1,2021,Toyota,Tacoma,"$40,597 ",37478,Crew Cab,Short Bed,
SUV,Blizzard Pearl,Black,41 cty / 38 hwy,2.5L Inline-4 Hybrid,AWD,Hybrid,Automatic,1,1,2020,Toyota,RAV4,"$37,994 ",9516,,,
Sedan,Black Sand Pearl,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,3,2021,Toyota,Corolla,"$20,600 ",33024,,,
Sedan,White,Gray,22 cty / 31 hwy,3.5L V-6 Gas,FWD,Gas,Automatic,0,3,2007,Toyota,Avalon,"$5,995 ",177837,,,
SUV,Magnetic Gray Metallic,Black,27 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,RAV4,"$26,891 ",60465,,,
Sedan,Black Sand Pearl,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Corolla,"$19,990 ",68257,,,
Sedan,Blizzard Pearl,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Corolla,"$20,450 ",51723,,,
SUV,Classic Silver Metallic,Unknown,16 cty / 19 hwy,4.0L V-6 Gas,4WD,Gas,Automatic,0,1,2021,Toyota,4Runner,"$38,648 ",51729,,,
SUV,Classic Silver Metallic,Unknown,16 cty / 19 hwy,4.0L V-6 Gas,4WD,Gas,Automatic,0,1,2021,Toyota,4Runner,"$38,648 ",53818,,,
Pickup Truck,Magnetic Gray Metallic,Black,13 cty / 17 hwy,5.7L V-8 Gas,RWD,Gas,Automatic,1,1,2021,Toyota,Tundra,"$49,991 ",38794,Crew Cab,Short Bed,
SUV,Magnetic Gray Metallic,Nutmeg,23 cty / 30 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2018,Toyota,RAV4,"$18,500 ",130298,,,
Sedan,Silver,Gray,27 cty / 36 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,1,3,2014,Toyota,Corolla,"$13,495 ",93891,,,
Sedan,Classic Silver Metallic,Light Gray,31 cty / 40 hwy,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Corolla,"$21,356 ",43367,,,
SUV,Midnight Black Metallic,Black/Graphite,16 cty / 19 hwy,4.0L V-6 Gas,4WD,Gas,Automatic,0,1,2022,Toyota,4Runner,"$43,951 ",24680,,,
Sedan,Wind Chill Pearl,Ash,44 cty / 47 hwy,2.5L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,1,2020,Toyota,Camry,"$29,750 ",25925,,,
SUV,Ruby Flare Pearl,Black,25 cty / 33 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2019,Toyota,RAV4,"$29,072 ",57964,,,
SUV,White,Brown,17 cty / 20 hwy,4.0L V-6 Gas,4WD,Gas,Automatic,1,3,2018,Toyota,4Runner,"$39,500 ",39860,,,
Pickup Truck,Super White,Cement Gray,19 cty / 23 hwy,2.7L Inline-4 Gas,RWD,Gas,Automatic,0,1,2017,Toyota,Tacoma,"$15,995 ",175473,Extended Cab,Standard Bed,
Minivan,Slate Metallic,Stone Leather Interior,16 cty / 21 hwy,3.5L V-6 Gas,AWD,Gas,Automatic,0,2,2008,Toyota,Sienna,"$10,950 ",144649,,,
Sedan,Super White,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Corolla,"$22,700 ",61119,,,
Sedan,Galactic Aqua Mica,Ash,29 cty / 41 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2018,Toyota,Camry,"$14,998 ",95880,,,
SUV,Moon Dust,Black,20 cty / 27 hwy,3.5L V-6 Gas,AWD,Gas,Automatic,0,1,2020,Toyota,Highlander,"$32,496 ",41360,,,
Sedan,Barcelona Red Metallic,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Corolla,"$21,996 ",54717,,,
Sedan,Super White,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,1,2018,Toyota,Camry,"$24,213 ",36595,,,
SUV,Black,Tan,17 cty / 22 hwy,4.0L V-6 Gas,4WD,Gas,Automatic,0,5,2011,Toyota,4Runner,"$14,995 ",184255,,,
SUV,Super White,Unknown,23 cty / 29 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2017,Toyota,RAV4,"$20,989 ",77680,,,
SUV,Magnetic Gray Metallic,Dark Charcoal,19 cty / 26 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,2,2012,Toyota,RAV4,"$9,996 ",173445,,,
Pickup Truck,Magnetic Gray,Unknown,17 cty / 20 hwy,3.5L V-6 Gas,4WD,Gas,Manual,0,1,2021,Toyota,Tacoma,"$41,899 ",15099,Crew Cab,Short Bed,
Sedan,Attitude Black Metallic,Black,25 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2012,Toyota,Camry,"$11,495 ",110194,,,
Sedan,Light Blue,Gray,51 cty / 48 hwy,1.8L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,3,2013,Toyota,Prius,"$11,900 ",137541,,,
Pickup Truck,Super White,Graphite,18 cty / 21 hwy,2.7L Inline-4 Gas,4WD,Gas,Automatic,0,2,2015,Toyota,Tacoma,"$16,790 ",192942,Extended Cab,Standard Bed,
SUV,Lunar Rock,Black,27 cty / 33 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2020,Toyota,RAV4,"$29,888 ",30004,,,
Sedan,Predawn Gray Mica,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Camry,"$21,791 ",68728,,,
Sedan,Super White,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Corolla,"$20,998 ",58307,,,
Hatchback,Magnetic Gray Metallic,Black,,1.8L Inline-4 Plug-In Hybrid,FWD,Plug-In Hybrid,Automatic,0,1,2017,Toyota,Prius Prime,"$22,777 ",51269,,,
Sedan,Black Sand Pearl,Black,28 cty / 36 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2017,Toyota,Corolla,"$11,500 ",142880,,,
Sedan,Galactic Aqua Mica,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2020,Toyota,Camry,"$21,388 ",62026,,,
SUV,Magnetic Gray Metallic,Black,27 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2022,Toyota,RAV4,"$35,987 ",9327,,,
SUV,Barcelona Red Metallic,Unknown,16 cty / 19 hwy,4.0L V-6 Gas,4WD,Gas,Automatic,0,1,2021,Toyota,4Runner,"$37,990 ",40560,,,
Sedan,Wind Chill Pearl,Black,27 cty / 38 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2022,Toyota,Camry,"$31,491 ",28892,,,
Sedan,Super White,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Camry,"$25,295 ",43263,,,
Sedan,Magnetic Gray,Gray,22 cty / 31 hwy,3.5L V-6 Gas,FWD,Gas,Automatic,1,3,2007,Toyota,Camry,"$7,495 ",156079,,,
Sedan,Gray,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Corolla,"$19,417 ",8387,,,
Sedan,Blue Crush Metallic,Unknown,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2018,Toyota,Camry,"$18,750 ",73215,,,
Sedan,Black Sand Pearl,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2022,Toyota,Corolla,"$22,790 ",17395,,,
Hatchback,White,Misty Gray,51 cty / 48 hwy,1.8L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,2,2015,Toyota,Prius,"$16,288 ",95809,,,
SUV,Silver Sky Metallic,Light Gray,26 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2019,Toyota,RAV4,"$31,990 ",33319,,,
SUV,Lunar Rock,Unknown,28 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,RAV4,"$28,736 ",64972,,,
Sedan,White,Gray,51 cty / 48 hwy,1.8L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,3,2010,Toyota,Prius,"$7,450 ",167322,,,
Sedan,Blueprint,Black,31 cty / 40 hwy,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,2,2020,Toyota,Corolla,"$20,500 ",47505,,,
SUV,Midnight Black Metallic,Black/Graphite,16 cty / 19 hwy,4.0L V-6 Gas,4WD,Gas,Automatic,0,1,2021,Toyota,4Runner,"$39,500 ",43345,,,
SUV,Midnight Black Metallic,Black,20 cty / 26 hwy,3.5L V-6 Gas,AWD,Gas,Automatic,0,2,2019,Toyota,Highlander,"$35,790 ",28242,,,
Sedan,Green,Tan,29 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,1,2,2014,Toyota,Corolla,"$10,900 ",115021,,,
SUV,Midnight Black Metallic,Black,27 cty / 33 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2020,Toyota,RAV4,"$34,145 ",16363,,,
SUV,Magnetic Gray Metallic,Black,22 cty / 28 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,1,2,2017,Toyota,RAV4,"$18,400 ",55489,,,
SUV,Super White,Black,26 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2019,Toyota,RAV4,"$22,996 ",80040,,,
SUV,Wind Chill Pearl,Graphite,21 cty / 29 hwy,3.5L V-6 Gas,FWD,Gas,Automatic,0,1,2022,Toyota,Highlander,"$37,292 ",1631,,,
SUV,Silver Sky Metallic,Black,28 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,2,2021,Toyota,RAV4,"$27,495 ",50512,,,
SUV,Blueprint,Black,28 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2020,Toyota,RAV4,"$29,951 ",43824,,,
Pickup Truck,Super White,Blk/Black,19 cty / 23 hwy,2.7L Inline-4 Gas,RWD,Gas,Automatic,1,1,2016,Toyota,Tacoma,"$20,601 ",105119,Extended Cab,Standard Bed,
Sedan,Super White,Black,44 cty / 47 hwy,2.5L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,1,2020,Toyota,Camry,"$31,992 ",27174,,,
Sedan,Blizzard Pearl,Black,31 cty / 38 hwy,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Corolla,"$24,997 ",15656,,,
Sedan,Super White,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,1,1,2020,Toyota,Corolla,"$18,995 ",52250,,,
Sedan,Super White,Gray,28 cty / 36 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,1,2,2017,Toyota,Corolla,"$18,998 ",39294,,,
Pickup Truck,White,Gray,19 cty / 24 hwy,3.5L V-6 Gas,RWD,Gas,Automatic,0,2,2017,Toyota,Tacoma,"$28,995 ",93073,Extended Cab,Standard Bed,
SUV,Super White,Black,27 cty / 34 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2021,Toyota,RAV4,"$29,199 ",32493,,,
SUV,Blueprint,Black,41 cty / 38 hwy,2.5L Inline-4 Hybrid,AWD,Hybrid,Automatic,0,1,2021,Toyota,RAV4,"$34,997 ",23468,,,
SUV,Magnetic Gray Metallic,Black,27 cty / 33 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2020,Toyota,RAV4,"$31,994 ",36917,,,
SUV,Super White,Black,27 cty / 34 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2021,Toyota,RAV4,"$29,199 ",32493,,,
Sedan,Barcelona Red Metallic,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Corolla,"$22,999 ",8354,,,
Sedan,Celestite,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2022,Toyota,Corolla,"$23,459 ",35188,,,
SUV,Gray Metallic,Black,21 cty / 27 hwy,3.5L V-6 Gas,FWD,Gas,Automatic,0,1,2018,Toyota,Highlander,"$29,995 ",50675,,,
Sedan,Silver,Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,2,2,2007,Toyota,Corolla,"$5,450 ",133796,,,
Pickup Truck,White,Unknown,13 cty / 17 hwy,5.7L V-8 Gas,4WD,Gas,Automatic,0,2,2017,Toyota,Tundra,"$35,000 ",90029,Crew Cab,Short Bed,
Sedan,Predawn Gray Mica,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2022,Toyota,Camry,"$24,950 ",28984,,,
Sedan,Unknown,Unknown,27 cty / 36 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2016,Toyota,Corolla,"$13,895 ",65527,,,
SUV,Magnetic Gray Metallic,Black,27 cty / 33 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,0,2021,Toyota,RAV4,"$28,499 ",62560,,,
Sedan,Classic Silver Metallic,Black,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Corolla,"$22,998 ",36074,,,
Sedan,Silver,Unknown,22 cty / 32 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2011,Toyota,Camry,"$9,499 ",141458,,,
SUV,Midnight Black Metallic,Black,25 cty / 33 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2019,Toyota,RAV4,"$28,900 ",66183,,,
Sedan,Celestite,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2022,Toyota,Corolla,"$22,500 ",40411,,,
Pickup Truck,Silver Sky Metallic,Unknown,18 cty / 23 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,2,2017,Toyota,Tacoma,"$37,975 ",94221,Extended Cab,Short Bed,
Sedan,Celestial Silver Metallic,Gray,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Camry,"$25,888 ",22011,,,
Sedan,White,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2022,Toyota,Camry,"$27,345 ",36295,,,
Sedan,Black Sand Pearl,Moonstone,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2022,Toyota,Corolla,"$24,991 ",10521,,,
Sedan,Super White,Black/Ash,25 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,1,1,2013,Toyota,Camry,"$9,971 ",195573,,,
SUV,Silver Sky Metallic,Black,27 cty / 34 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,1,2,2020,Toyota,RAV4,"$30,900 ",25359,,,
SUV,Ruby Flare Pearl,Black,27 cty / 33 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,1,2020,Toyota,RAV4,"$30,490 ",18514,,,
Sedan,Predawn Gray Mica,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2019,Toyota,Camry,"$16,987 ",104682,,,
Sedan,Blizzard Pearl,Black,53 cty / 52 hwy,1.8L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,1,2021,Toyota,Corolla,"$24,998 ",50682,,,
Sedan,Blue,Black,28 cty / 35 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,2,2017,Toyota,Corolla,"$17,975 ",37992,,,
Sedan,Super White,Ash,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Camry,"$26,887 ",45058,,,
SUV,Midnight Black Metallic,Black,29 cty / 27 hwy,3.5L V-6 Hybrid,AWD,Hybrid,Automatic,1,2,2019,Toyota,Highlander,"$31,983 ",86190,,,
Sedan,Super White,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Camry,"$27,307 ",34517,,,
Pickup Truck,Voodoo Blue,Black,18 cty / 22 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,2,2019,Toyota,Tacoma,"$44,999 ",19362,Extended Cab,Short Bed,
Sedan,Classic Silver Metallic,Black,31 cty / 40 hwy,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,3,2020,Toyota,Corolla,"$22,000 ",49179,,,
Sedan,Predawn Gray Mica,Ash,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2019,Toyota,Camry,"$19,990 ",82902,,,
SUV,Blue Flame,Black,27 cty / 33 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,1,1,2021,Toyota,RAV4,"$30,040 ",62470,,,
Pickup Truck,White,Gray,19 cty / 23 hwy,2.7L Inline-4 Gas,RWD,Gas,Automatic,0,1,2016,Toyota,Tacoma,"$21,899 ",96201,Extended Cab,Standard Bed,
SUV,Magnetic Gray Metallic,Gray,28 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2021,Toyota,RAV4,"$25,139 ",61616,,,
Sedan,Super White,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Corolla,"$21,255 ",14559,,,
SUV,Super White,Black/Graphite,16 cty / 19 hwy,4.0L V-6 Gas,4WD,Gas,Automatic,0,1,2021,Toyota,4Runner,"$38,721 ",42446,,,
SUV,Electric Storm Blue,Gray,22 cty / 28 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,2,2017,Toyota,RAV4,"$15,490 ",105374,,,
SUV,Midnight Black Metallic,Ash,28 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,RAV4,"$29,870 ",38417,,,
Hatchback,Classic Silver Metallic,Black,54 cty / 50 hwy,1.8L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,1,2017,Toyota,Prius,"$18,777 ",92474,,,
SUV,Black,Black,23 cty / 30 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,3,2018,Toyota,RAV4,"$21,998 ",39380,,,
Sedan,Classic Silver Metallic,Steel Gray,28 cty / 36 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,3,2019,Toyota,Corolla,"$16,498 ",47228,,,
SUV,Midnight Black Metallic,Black,27 cty / 33 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,2,1,2020,Toyota,RAV4,"$26,988 ",39869,,,
Sedan,Classic Silver Metallic,Black,29 cty / 37 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,3,2015,Toyota,Corolla,"$13,999 ",97479,,,
Sedan,Black,Gray,25 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2014,Toyota,Camry,"$11,900 ",119211,,,
Pickup Truck,Silver Sky Metallic,Cement,19 cty / 24 hwy,3.5L V-6 Gas,RWD,Gas,Automatic,0,1,2020,Toyota,Tacoma,"$32,999 ",29210,Crew Cab,Short Bed,
SUV,Classic Silver Metallic,Ash,,L - Electric,FWD,Electric,Automatic,0,2,2013,Toyota,RAV4,"$11,995 ",125367,,,103 mi
Sedan,Black,Unknown,51 cty / 48 hwy,1.8L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,2,2013,Toyota,Prius,"$8,888 ",141682,,,
Sedan,Super White,Ash,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Camry,"$23,599 ",53480,,,
Hatchback,Black,Unknown,51 cty / 48 hwy,1.8L Inline-4 Hybrid,FWD,Hybrid,Automatic,1,2,2015,Toyota,Prius,"$13,400 ",114411,,,
Sedan,White,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2022,Toyota,Camry,"$24,900 ",35887,,,
Sedan,Predawn Gray Mica,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Camry,"$24,921 ",71953,,,
Sedan,Celestial Silver Metallic,Ash,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Camry,"$20,978 ",80720,,,
Sedan,Midnight Black Metallic,Black,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Camry,"$23,900 ",39828,,,
SUV,Magnetic Gray Metallic,Solid Black,17 cty / 22 hwy,4.0L V-6 Gas,RWD,Gas,Automatic,0,1,2013,Toyota,4Runner,"$19,980 ",84740,,,
Sedan,Predawn Gray Mica,Black,44 cty / 47 hwy,2.5L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,1,2023,Toyota,Camry,"$37,991 ",7362,,,
SUV,Gray,Gray,15 cty / 19 hwy,4.7L V-8 Gas,4WD,Gas,Automatic,0,3,2003,Toyota,4Runner,"$7,950 ",146391,,,
Sedan,Black Sand Pearl,Light Gray,30 cty / 38 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,0,1,2022,Toyota,Corolla,"$23,750 ",12740,,,
Sedan,Midnight Black Metallic,Black,22 cty / 33 hwy,3.5L V-6 Gas,FWD,Gas,Automatic,0,1,2021,Toyota,Camry,"$34,550 ",34292,,,
Sedan,Ruby Flare Pearl,Black,25 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2016,Toyota,Camry,"$18,997 ",46162,,,
Sedan,Grey,Grey,28 cty / 36 hwy,1.8L Inline-4 Gas,FWD,Gas,Automatic,1,1,2018,Toyota,Corolla,"$16,775 ",45655,,,
SUV,Blizzard Pearl,Black,41 cty / 38 hwy,2.5L Inline-4 Hybrid,AWD,Hybrid,Automatic,0,1,2021,Toyota,RAV4,"$39,891 ",24719,,,
Pickup Truck,Silver Sky Metallic,Cement,18 cty / 22 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,1,2021,Toyota,Tacoma,"$39,998 ",25436,Crew Cab,Short Bed,
Sedan,Super White,Black,31 cty / 40 hwy,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Corolla,"$22,998 ",44050,,,
SUV,Super White,Black,28 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,RAV4,"$32,871 ",7219,,,
Sedan,Black Sand Pearl,Black,53 cty / 52 hwy,1.8L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,1,2021,Toyota,Corolla,"$23,978 ",25544,,,
SUV,Midnight Black Metallic,Black,27 cty / 33 hwy,2.5L Inline-4 Gas,AWD,Gas,Automatic,0,2,2021,Toyota,RAV4,"$28,999 ",50668,,,
Hatchback,Black,Light Gray,51 cty / 48 hwy,1.8L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,2,2015,Toyota,Prius,"$13,750 ",142607,,,
SUV,Super White,Black,27 cty / 35 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,RAV4,"$28,790 ",20542,,,
Hatchback,White,Black,30 cty / 35 hwy,1.5L Inline-4 Gas,FWD,Gas,Automatic,1,2,2017,Toyota,Yaris,"$9,995 ",85599,,,
SUV,Blizzard Pearl,Almond,21 cty / 27 hwy,3.5L V-6 Gas,FWD,Gas,Automatic,0,1,2019,Toyota,Highlander,"$32,789 ",53565,,,
Pickup Truck,Black,Gray,18 cty / 22 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,1,2019,Toyota,Tacoma,"$36,950 ",44211,Crew Cab,Short Bed,
Sedan,Graphite,Unknown,30 cty / 39 hwy,1.5L Inline-4 Gas,FWD,Gas,Manual,0,2,2019,Toyota,Yaris,"$12,900 ",75182,,,
Minivan,Celestial Silver Metallic,Graphite,36 cty / 36 hwy,2.5L Inline-4 Hybrid,FWD,Hybrid,Automatic,0,1,2022,Toyota,Sienna,"$42,901 ",41906,,,
Pickup Truck,Magnetic Gray Metallic,Gray,18 cty / 23 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,2,2017,Toyota,Tacoma,"$29,450 ",81880,Extended Cab,Standard Bed,
Minivan,Predawn Gray Mica,Ash,19 cty / 27 hwy,3.5L V-6 Gas,FWD,Gas,Automatic,0,1,2018,Toyota,Sienna,"$28,997 ",31245,,,
Sedan,White,Gray,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2022,Toyota,Camry,"$27,900 ",6290,,,
SUV,Super White,Black,27 cty / 34 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,1,2019,Toyota,RAV4,"$30,124 ",26712,,,
SUV,White,Unknown,23 cty / 30 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2018,Toyota,RAV4,"$25,000 ",59127,,,
Pickup Truck,Magnetic Gray Metallic,Cement,18 cty / 22 hwy,3.5L V-6 Gas,4WD,Gas,Automatic,0,1,2021,Toyota,Tacoma,"$34,000 ",26355,Crew Cab,Short Bed,
Sedan,Classic Silver Metallic,Black,31 cty / 40 hwy,2.0L Inline-4 Gas,FWD,Gas,Automatic,0,1,2020,Toyota,Corolla,"$18,000 ",125014,,,
Sedan,Galactic Aqua Mica,Ash,28 cty / 39 hwy,2.5L Inline-4 Gas,FWD,Gas,Automatic,0,2,2021,Toyota,Camry,"$24,203 ",62386,,,
Sedan,White,Gray,43 cty / 39 hwy,2.5L Inline-4 Hybrid,FWD,Hybrid,Automatic,1,2,2013,Toyota,Camry,"$8,963 ",192115,,,
